Date: <<2010/12/12 23:18:14>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:12:08>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Undefined property: stdClass::$app>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Undefined property: stdClass::$app>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:13:13>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:14:27>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:14:27>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:14:27>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:14:27>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:14:27>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevApp::$conf>> 
Date: <<2010/12/13 23:16:49>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:16:49>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:16:49>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:16:49>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:16:49>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevApp::$conf>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:17:18>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<14>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<15>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<16>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<17>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<18>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<19>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<21>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<22>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<23>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<24>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<25>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<26>>, Description: <<Trying to get property of non-object>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:17:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:18:48>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:18:48>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:18:48>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:18:48>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:18:48>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevApp::$conf>> 
Date: <<2010/12/13 23:19:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:19:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:19:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:19:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:19:58>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevApp::$conf>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<50>>, Description: <<Undefined property: stdClass::$ToolsAdmin>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<32>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<36>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<37>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<50>>, Description: <<Undefined property: stdClass::$ServerAdmin>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<50>>, Description: <<Undefined property: stdClass::$$this->data = 'Info'; >> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/ProjectAdmin.php>>, Line: <<50>>, Description: <<Undefined property: stdClass::$alert('soy DevelopAdmin'); var valido = function(){ return false; }>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<32>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<41>>, Description: <<Undefined variable: proj>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<36>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevModule.php>>, Line: <<37>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<17>>, Description: <<Undefined index:  lib>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevProject::$conf>> 
Date: <<2010/12/13 23:21:04>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevApp::$conf>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<1>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<3>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<18>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<2>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/dev/DevStruct.php>>, Line: <<101>>, Description: <<Undefined property: DevModule::$conf>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<1>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<2>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<4>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<7>>, Description: <<Undefined index:  news>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<19>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<2>>, Description: <<Undefined index:  name>> 
Date: <<2010/12/13 23:21:05>>, File: <</var/www/web/demo/tools/ToolDevelop/plugins/ProjectAdmin/server/include/hard/HardManager.php(40) : eval()'d code>>, Line: <<5>>, Description: <<Undefined index:  const>> 
